,docid,firstpub,date,birthdate,recept,genretags,enumcron,nationality,gender,author,title
226,mdp.39015063923349,1727,1727,1727,,fic,,,female,"Haywood, Eliza Fowler,",The secret history of the present intrigues of the court of Caramania
227,mdp.39015065780671,1727,1727,1727,,fic,v.1,,unknown,"Scarron,",The whole comical works of Mons. Scarron
228,mdp.39015078568626,1727,1727,1727,,fic,,,unknown,,Memoirs of the court of Lilliput
229,njp.32101067499408,1727,1727,1727,,bio,<blank>,,unknown,"[Jebb, Samuel]","The life of Robert, earl of Leicester, the favourite of Queen Elizabeth"
230,mdp.39015065870019,1727,1727,1727,,bio,<blank>,,unknown,"Hayes, Richard.",A new method for valuing of annuities upon lives
231,mdp.39015014659604,1727,1727,1727,,bio,<blank>,,unknown,"Oldmixon,",Clarendon and Whitlock compar'd
232,nnc1.0315301583,1727,1727,1727,,poe,,,unknown,"Lely, Richard.",Poems and translations on several occasions
233,njp.32101037465240,1727,1727,1727,,poe,,,male,"Bowman, William,",Poems on several occasions
234,mdp.39015063540374,1727,1727,1727,,poe,,,male,"Baker, Henry,",The universe
235,njp.32101036894184,1727,1727,1727,,poe,,,male,"Ward, Edward,","The republican procession, or The tumultuous cavalcade;"
236,nnc1.1002348896,1727,1727,1727,,poe,,,male,"Prior, Matthew,",Poems on several occasions
237,njp.32101037602818,1727,1727,1727,,poe,,,unknown,,The Altar of love
238,mdp.39015063936176,1727,1727,1727,,poe,,,male,"Pitt, Christopher,",Poems and translations
239,mdp.39015078562157,1728,1728,1728,,fic,,,unknown,"McDermot, Murtagh,",A trip to the moon
240,mdp.39015012332329,1728,1728,1728,,fic,,,male,"Cervantes Saavedra, Miguel de,","A collection of select novels, written originally in Castillian"
241,njp.32101067678431,1728,1728,1728,,bio,<blank>,,male,"Colman, Benjamin,","Some of the glories of Our Lord and Saviour Jesus Christ, exhibited in twenty sacramental discourses, preached at Boston in New England"
242,mdp.39015013742278,1728,1728,1728,,poe,,,male,"Pope, Alexander,",The Dunciad
243,mdp.39015062216646,1728,1728,1728,,poe,,,male,"Laurence, John,",Paradice regain'd
244,mdp.39015073318449,1728,1728,1728,,poe,,,male,"Edwards, Samuel,",The Copernican system
245,njp.32101071963498,1728,1728,1728,,poe,,,male,"Rapin, René,",[Rapin Of gardens
246,mdp.39015063944246,1728,1728,1728,,poe,,,male,"Mallet, David,",The excursion
247,mdp.39015078561274,1729,1729,1729,,fic,,,male,"Defoe, Daniel,",Madagascar
248,mdp.39015078545780,1729,1729,1729,,fic,,,male,"Bignon, Jean Paul,","The adventures of Abdalla, son of Hanif"
249,mdp.39015063581683,1729,1729,1729,,fic,v.2,,male,"Buckingham, John Sheffield,",The works of John Sheffield
250,mdp.39015063600160,1729,1729,1729,,bio,<blank>,,male,James,"Memoirs of the English affairs, chiefly naval, from the year 1660, to 1673"
251,mdp.39015063618436,1729,1729,1729,,bio,<blank>,,unknown,"Gibson,",Memoirs of Queen Anne
252,uc2.ark+=13960=t2m61ct8j,1729,1729,1729,,poe,,,male,"Harvey, John,","The life of Robert Bruce, king of Scots"
253,mdp.39015063925906,1729,1729,1729,,poe,,,male,"Ralph, James,",Night
254,mdp.39015011949396,1729,1729,1729,,poe,,,unknown,"Jenyns, Soame,",The art of dancing
255,mdp.39015010801531,1730,1730,1730,,fic,,,unknown,,Royal remarks;
256,nnc1.cu53321537,1730,1730,1730,,bio,<blank>,,unknown,"Gomez,","Persian anecdotes, or, Secret memoirs of the court of Persia"
257,mdp.49015000475047,1730,1730,1730,,bio,<blank>,,male,"Wilson, Charles",Memoirs of the life
258,njp.32101054837693,1730,1730,1730,,bio,<blank>,,male,"Laurence, Edward,","A dissertation on estates upon lives and years, whether in lay or church-hands"
259,hvd.hh1sbl,1730,1730,1730,,poe,,,unknown,Horace.,"The odes, satyrs, and epistles of Horace"
260,uc2.ark+=13960=t3fx7jb35,1730,1730,1730,,poe,,,male,"Hay, William,",Mount Caburn
261,njp.32101037602743,1730,1730,1730,,poe,,,unknown,,[On the prospect of poetry
262,mdp.39015063924834,1730,1730,1730,,poe,,,male,"Pilkington, Matthew,",Poems on several occasions
263,mdp.39015078568659,1731,1731,1731,,fic,v.2,,unknown,"Desfontaines,","The travels of Mr. John Gulliver, son to Capt. Lemuel Gulliver"
264,njp.32101037602586,1731,1731,1731,,poe,,,unknown,,The Windsor medley
265,mdp.39015063961265,1731,1731,1731,,poe,,,unknown,"Thompson, Isaac.",A collection of poems
266,njp.32101037715396,1731,1731,1731,,poe,,,unknown,"Amhurst, N.",A collection of poems on several occasions;
267,mdp.39015063524188,1731,1731,1731,,poe,,,male,"Boyse, Samuel,",Translations and poems written on several subjects
268,uc1.31822009495243,1731,1731,1731,,poe,,,unknown,,"Aesop unveiled, or, The beauties of deformity"
269,mdp.39015036670894,1732,1732,1732,,fic,,,unknown,,The fair concubine
270,njp.32101068776283,1732,1732,1732,,fic,vol. 1,,male,"Terrasson, Jean,",The life of Sethos
271,mdp.39015065792643,1732,1732,1732,,fic,,,unknown,"La Motte,",A century of new fables
272,njp.32101037603568,1732,1732,1732,,fic,,,unknown,"Oldmixon,","Court tales: or, A history of the amours of the present nobility"
273,mdp.39015063599024,1732,1732,1732,,bio,<blank>,,unknown,"Budgell, Eustace,","Memoirs of the life and character of the late earl of Orrery, and of the family of the Boyles"
274,mdp.39015030141223,1732,1732,1732,,bio,v.2,,male,"Wharton, Philip Wharton,","The life and writings of Philip, late duke of Wharton"
275,yale.39002085617992,1732,1732,1732,,bio,<blank>,,male,"Crokatt, Gilbert,",The Scotch Presbyterian eloquence;
276,mdp.39015030141231,1732,1732,1732,,bio,v.1,,male,"Wharton, Philip Wharton,","The life and writings of Philip, late duke of Wharton"
277,mdp.39015035860348,1732,1732,1732,,bio,<blank>,,male,"Collins, Arthur,","The life of that great statesman William Cecil, lord Burghley, secretary of state in the reign of King Edward the Sixth, and lord high treasurer of England in the reign of Queen Elizabeth"
278,njp.32101067499002,1732,1732,1732,,poe,v.3,,male,"Swift, Jonathan,",Miscellanies
279,nnc1.cu53334833,1733,1733,1733,,fic,,,unknown,"Fontanieu, Gaspard-Moïse-Augustin de,","Rosalinda, a novel"
280,nnc1.cu50002716,1733,1733,1733,,fic,,,male,"Marini, Giovanni Ambrogio,",The desperadoes;
281,dul1.ark+=13960=t3bz6x292,1733,1733,1733,,fic,,,male,"Tyssot de Patot, Simon,",The travels and adventures of James Massey
282,nyp.33433067365043,1733,1733,1733,,bio,<blank>,,male,"Macky, John,","Memoirs of the secret services of John Macky, Esq"
283,mdp.39015034797475,1733,1733,1733,,bio,v.3,,male,"Bacon, Francis,","The philosophical works of Francis Bacon, baron of Verulam, viscount St. Albans"
284,uc2.ark+=13960=t45q4t64r,1733,1733,1733,,bio,v.2,,male,"Krusiński, Tadeusz Jan,","The history of the late revolutions of Persia taken from the memoirs of Father Krusinski, procurator of the Jesuits at Ispahan ... Done into English, from the original, just publish'd ... at Paris"
285,mdp.39015022655925,1733,1733,1733,,bio,<blank>,,unknown,<blank>,"The life of Joseph Addison, Esq;"
286,mdp.39015066987002,1733,1733,1733,,bio,v.1,,male,"Crusius, Lewis,",Lives of the Roman poets;
287,uc2.ark+=13960=t11n80b6b,1733,1733,1733,,bio,v.1,,male,"Krusiński, Tadeusz Jan,","The history of the late revolutions of Persia taken from the memoirs of Father Krusinski, procurator of the Jesuits at Ispahan ... Done into English, from the original, just publish'd ... at Paris"
288,mdp.39015062931624,1733,1733,1733,,bio,v.2,,male,"Crusius, Lewis,",Lives of the Roman poets;
289,mdp.39015068492456,1733,1733,1733,,bio,v.2,,male,"Bacon, Francis,","The philosophical works of Francis Bacon, baron of Verulam, viscount St. Albans"
290,uc2.ark+=13960=t6057f818,1733,1733,1733,,poe,,,mostly_female,"Masters, Mary,",Poems on several occasions
291,uc2.ark+=13960=t6g15w380,1733,1733,1733,,poe,,,unknown,Person of quality.,The wrongheads
292,mdp.39015043554826,1733,1733,1733,,poe,,,male,"Newcomb, Thomas,",The manners of the age
293,mdp.39015078548024,1734,1734,1734,,fic,,,unknown,"Chetwood, W. R.","The voyages, dangerous adventures, and imminent escapes of Capt. Rich. Falconer"
294,mdp.39015030405818,1734,1734,1734,,bio,<blank>,,male,"Richardson, Jonathan,",Explanatory notes and remarks on Milton's Paradise lost
295,mdp.39015009222699,1734,1734,1734,,bio,V.5 S-Z,,male,"Bayle, Pierre,",The dictionary historical and critical of Mr. Peter Bayle
296,mdp.39015063885241,1734,1734,1734,,bio,<blank>,,unknown,<blank>,"The life of Sir Robt. Cochran, prime-minister to King James III. of Scotland"
297,njp.32101067407930,1734,1734,1734,,bio,<blank>,,male,"Reresby, John,","The memoirs of the honourable Sir John Reresby, baronet and last governor of York"
298,mdp.39015009222939,1734,1734,1734,,bio,V.2 BI-E,,male,"Bayle, Pierre,",The dictionary historical and critical of Mr. Peter Bayle
299,mdp.39015066936298,1734,1734,1734,,bio,<blank>,,male,"Papa, Giuseppe del,",Trattati varj fatti in diverse occasioni dal dottore Giuseppe del Papa
300,mdp.39015024362199,1734,1734,1734,,bio,<blank>,,unknown,"Desroches de Parthenay, Jean-Baptiste,",The history of Poland under Augustus II
301,mdp.39015009222772,1734,1734,1734,,bio,V.4 M-R,,male,"Bayle, Pierre,",The dictionary historical and critical of Mr. Peter Bayle
302,dul1.ark+=13960=t74t7bs0b,1735,1735,1735,,fic,,,unknown,"Chetwood, W. R.","The voyages and adventures of Captain Robert Boyle, in several parts of the world"
303,mdp.39015036923608,1735,1735,1735,,fic,,,male,"Le Sage, Alain René,","The comical history of Estevanille Gonzalez, surnamed the Merry Fellow"
304,njp.32101069177226,1735,1735,1735,,fic,,,unknown,"Crébillon, Claude-Prosper Jolyot de,","Letters from the Marchioness de M***, to the Count de R***"
305,mdp.39015064581278,1735,1735,1735,,bio,v.2,,male,"Ramsay,",The history of Henri de la Tour d'Auvergne
306,mdp.39015065496005,1735,1735,1735,,bio,<blank>,,male,"Kennett, Basil,",The lives and characters of the ancient Grecian poets
307,nnc1.0114365987,1735,1735,1735,,bio,<blank>,,unknown,"Rambach, J. J.","Memoirs of the life and death of the late Reverend Mr. Anthony William Boehm, formerly chaplain to the Royal Highness Prince George of Denmark, and minister of the German Chapel at St. James's in London"
308,uc1.31822035062983,1735,1735,1735,,bio,v.3,,male,"Collins, Arthur,",The peerage of England
309,mdp.39015010963141,1735,1735,1735,,bio,<blank>,,male,"Newton, Isaac,","Tables for renewing and purchasing of the leases of cathedral-churches and colleges, according to several rates of interest ... Also tables for renewing and purchasing of lives"
310,uc2.ark+=13960=t7mp59h4g,1735,1735,1735,,poe,,,male,"Dodsley, Robert,",Beauty: or The art of charming
311,uc2.ark+=13960=t2t43k71z,1735,1735,1735,,poe,,,male,"Pope, Alexander,","The works of Alexander Pope, Esq;"
312,mdp.39015078560060,1735,1735,1735,,poe,v.2,,male,"Swift, Jonathan,","The works of J.S., D.D., D.S.P.D"
313,ucm.5324245302,1735,1735,1735,,poe,,,male,"Milton, John,",Paradise lost
314,njp.32101037080569,1735,1735,1735,,poe,v.1,,male,"Hughes, John,",Poems on several occasions
315,nnc1.0038848937,1735,1735,1735,,poe,,,male,"Jacob, Hildebrand,","Brutus the Trojan, founder of the British empire;"
316,mdp.39015013780435,1735,1735,1735,,poe,,,mostly_female,"Barber, Mary,",Poems on several occasions
317,ucm.5329037873,1736,1736,1736,,fic,,,unknown,,"Secret memoirs and manners of several persons of quality, of both sexes from the New Atlantis, Island in the Mediteranean ; written originally in italian ; Vol. II"
318,mdp.39015065800560,1736,1736,1736,,fic,v.7,,male,"La Calprenède, Gaultier de Coste,",Hymen's praeludia
319,mdp.39015065800602,1736,1736,1736,,fic,v.3,,male,"La Calprenède, Gaultier de Coste,",Hymen's praeludia
320,mdp.39015065800578,1736,1736,1736,,fic,v.6,,male,"La Calprenède, Gaultier de Coste,",Hymen's praeludia
321,mdp.39015065800552,1736,1736,1736,,fic,v.8,,male,"La Calprenède, Gaultier de Coste,",Hymen's praeludia
322,mdp.39015065800586,1736,1736,1736,,fic,v.5,,male,"La Calprenède, Gaultier de Coste,",Hymen's praeludia
323,mdp.39015065800610,1736,1736,1736,,fic,v.2,,male,"La Calprenède, Gaultier de Coste,",Hymen's praeludia
324,mdp.39015065800594,1736,1736,1736,,fic,v.4,,male,"La Calprenède, Gaultier de Coste,",Hymen's praeludia
325,mdp.39015065800628,1736,1736,1736,,fic,v.1,,male,"La Calprenède, Gaultier de Coste,",Hymen's praeludia
326,uc2.ark+=13960=t7br8qz2n,1736,1736,1736,,bio,<blank>,,male,"Bacon, Francis,",Original letters and memoirs
327,hvd.hxj3tf,1736,1736,1736,,bio,<blank>,,male,"Gyles, John,","Memoirs of odd adventures, strange deliverances, &c. in the captivity of John Gyles, Esq; commander of the garrison on St. George's River"
328,mdp.39015027183857,1736,1736,1736,,poe,,,male,"Pomfret, John,",Poems upon several occasions
329,mdp.39015076510810,1736,1736,1736,,poe,v.22,,unknown,"Ling, Chih-lung",Shih chi p'ing-lin
330,mdp.39015076510885,1736,1736,1736,,poe,v.10,,unknown,"Ling, Chih-lung",Shih chi p'ing-lin
331,mdp.39015076510927,1736,1736,1736,,poe,v.2,,unknown,"Ling, Chih-lung",Shih chi p'ing-lin
332,njp.32101037569918,1736,1736,1736,,poe,,,male,"Pagett, Thomas Catesby,",An essay on human life
333,mdp.39015076511065,1736,1736,1736,,poe,v.18,,unknown,"Ling, Chih-lung",Shih chi p'ing-lin
334,mdp.39015076511057,1736,1736,1736,,poe,v.19,,unknown,"Ling, Chih-lung",Shih chi p'ing-lin
335,mdp.39015076511008,1736,1736,1736,,poe,v.28,,unknown,"Ling, Chih-lung",Shih chi p'ing-lin
336,mdp.39015076511024,1736,1736,1736,,poe,v.26,,unknown,"Ling, Chih-lung",Shih chi p'ing-lin
337,mdp.39015076511016,1736,1736,1736,,poe,v.27,,unknown,"Ling, Chih-lung",Shih chi p'ing-lin
338,mdp.39015076511081,1736,1736,1736,,poe,v.16,,unknown,"Ling, Chih-lung",Shih chi p'ing-lin
339,mdp.39015076510935,1736,1736,1736,,poe,v.13,,unknown,"Ling, Chih-lung",Shih chi p'ing-lin
340,mdp.39015076511073,1736,1736,1736,,poe,v.17,,unknown,"Ling, Chih-lung",Shih chi p'ing-lin
341,mdp.39015076511099,1736,1736,1736,,poe,v.15,,unknown,"Ling, Chih-lung",Shih chi p'ing-lin
342,njp.32101037604004,1736,1736,1736,,poe,,,mostly_female,"Chandler, Mary,",The description of Bath;
343,mdp.39015010964388,1736,1736,1736,,poe,,,male,"Wesley, Samuel,",Poems on several occasions
344,njp.32101037602412,1736,1736,1736,,poe,,,unknown,,"The Flowers of Parnassus: or, The lady's miscellany, for the year M.DCC.XXXV"
345,mdp.39015076510844,1736,1736,1736,,poe,v.8,,unknown,"Ling, Chih-lung",Shih chi p'ing-lin
346,mdp.39015076510877,1736,1736,1736,,poe,v.6,,unknown,"Ling, Chih-lung",Shih chi p'ing-lin
347,mdp.39015076510893,1736,1736,1736,,poe,v.5,,unknown,"Ling, Chih-lung",Shih chi p'ing-lin
348,mdp.39015076510695,1736,1736,1736,,poe,v.1,,unknown,"Ling, Chih-lung",Shih chi p'ing-lin
349,uc1.$b399133,1736,1736,1736,,poe,,,male,"Story, Isaac,",Yarico to Inkle
350,mdp.39015038717727,1736,1736,1736,,poe,,,female,"Rowe, Elizabeth Singer,",The history of Joseph
351,mdp.39015030855772,1736,1736,1736,,poe,,,male,"Baynard, Edward,",Health
352,mdp.39015063915360,1736,1736,1736,,poe,,,unknown,"[Fitzgerald, Thomas]",Poems on several occasions
353,uc2.ark+=13960=t7xk86t26,1737,1737,1737,,bio,v.2,,male,"Pöllnitz, Karl Ludwig,","The memoirs of Charles-Lewis, baron de Pollnitz"
354,mdp.39015063610573,1737,1737,1737,,bio,<blank>,,unknown,"Budgell, Eustace,",Memoirs of the lives and characters of the illustrious family of the Boyles;
355,mdp.39015026498389,1737,1737,1737,,bio,v.1,,male,"Pöllnitz, Karl Ludwig,","The memoirs of Charles-Lewis, baron de Pollnitz"
356,yale.39002004756376,1737,1737,1737,,bio,v.4,,male,"Pöllnitz, Karl Ludwig,","The memoirs of Charles-Lewis, Baron de Pöllnitz"
357,mdp.39015026498405,1737,1737,1737,,bio,v.3,,male,"Pöllnitz, Karl Ludwig,","The memoirs of Charles-Lewis, baron de Pollnitz"
358,njp.32101037569355,1737,1737,1737,,poe,,,male,"Parnell, Thomas,",Poems on several occasions
359,mdp.39015065826557,1737,1737,1737,,poe,,,male,"Gay, John,",Fables
360,uc1.31822038203600,1737,1737,1737,,poe,,,unknown,,"The muses library, or, A series of English poetry"
361,uc2.ark+=13960=t80k27z1j,1738,1738,1738,,fic,,,unknown,"Clarke, Alured,","An essay towards the character of Her late Majesty Caroline, Queen-Consort of Great Britain, & c"
362,uc2.ark+=13960=t8kd2038c,1738,1738,1738,,bio,<blank>,,unknown,"Lee, Weyman.",An essay to ascertain the value of leases and annuities for years and lives
363,nyp.33433081809539,1738,1738,1738,,poe,,,unknown,,"Epitaphs, ancient and modern, serious and comical, in prose and verse"
364,njp.32101067865996,1738,1738,1738,,poe,,,male,"Tasso, Torquato,",Tasso's Jerusalem
365,mdp.39015059901200,1738,1738,1738,,poe,v.1,,male,"Hayward, Thomas,",The British muse
366,uc2.ark+=13960=t0tq5t530,1738,1738,1738,,poe,,,male,"Tasso, Torquato,",The Jerusalem of Torquato Tasso
367,uc2.ark+=13960=t9z030v28,1738,1738,1738,,poe,,,male,"Cooper,","The historical and poetical medley: or, Muses Library;"
368,mdp.39015059901218,1738,1738,1738,,poe,v.3,,male,"Hayward, Thomas,",The British muse
369,mdp.39015063915196,1739,1739,1739,,fic,,,male,"Cibber, Theophilus,",Four original letters
370,mdp.39015014802865,1739,1739,1739,,fic,v.2,,male,"Pétis de La Croix, François,","The Persian and Turkish tales, compleat"
371,nnc1.0113360370,1739,1739,1739,,fic,v.2,,female,"Aubin, Penelope,","A collection of entertaining histories and novels, designed to promote the cause of virtue and honour"
372,nnc1.0037104098,1739,1739,1739,,fic,v.1,,male,"Challes, Robert,",The illustrious French lovers;
373,nnc1.0114151715,1739,1739,1739,,fic,v.2,,male,"Challes, Robert,",The illustrious French lovers;
374,nnc1.0113360361,1739,1739,1739,,fic,v.3,,female,"Aubin, Penelope,","A collection of entertaining histories and novels, designed to promote the cause of virtue and honour"
375,njp.32101075727758,1739,1739,1739,,fic,v.1,,male,"Pétis de La Croix, François,","The Persian and Turkish tales, compleat"
376,uva.x002650137,1739,1739,1739,,bio,V.4,,male,"Pöllnitz, Karl Ludwig,","The memoirs of Charles-Lewis, Baron de Pollnitz"
377,nnc1.0022918116,1739,1739,1739,,bio,<blank>,,unknown,<blank>,"The History of the life and death of Sultan Solyman the Magnificent, Emperor of the Turks and of his son Mustapha"
